link,referrer,http_status_code
https://www.cogeternal.org,,200
http://www.cogeternal.org/logocoge/,https://www.cogeternal.org,200
https://content.cogeternal.org/2026_monthlyletters/01277_0226_purereligionversusvainreligion_jwb.pdf,https://www.cogeternal.org,200
https://content.cogeternal.org/wwwroot-content/hwa_dandrquote_041373.mp3,https://www.cogeternal.org,200
https://fr.cogeternal.org/,https://www.cogeternal.org,200
https://www.cogeternal.org/articles/,https://www.cogeternal.org,200
https://www.cogeternal.org/contacts-and-locations/,https://www.cogeternal.org,200
https://www.cogeternal.org/divorce-and-remarriage/,https://www.cogeternal.org,200
https://www.cogeternal.org/feed,https://www.cogeternal.org,301
https://www.cogeternal.org/fundamentals-of-belief/,https://www.cogeternal.org,200
https://www.cogeternal.org/historical-letters/,https://www.cogeternal.org,200
https://www.cogeternal.org/holy-day-calendar/,https://www.cogeternal.org,200
https://www.cogeternal.org/holy-days-2025/,https://www.cogeternal.org,200
https://www.cogeternal.org/media-archive/,https://www.cogeternal.org,200
https://www.cogeternal.org/monthly-letters-2020s/,https://www.cogeternal.org,200
https://www.cogeternal.org/request-articles/,https://www.cogeternal.org,200
https://www.cogeternal.org/request-audio-sermons/,https://www.cogeternal.org,200
https://www.cogeternal.org/request-music/,https://www.cogeternal.org,200
https://www.cogeternal.org/site-map/,https://www.cogeternal.org,200
https://www.cogeternal.org/the-plain-truth/,https://www.cogeternal.org,200
https://www.cogeternal.org/transcripts/,https://www.cogeternal.org,200
https://www.cogeternal.org/weekly-media/2026-pre-passover-are-you-in-the-faith/,https://www.cogeternal.org,200
https://www.cogeternal.org/weekly-media/darkness-versus-light-21/,https://www.cogeternal.org,200
https://www.cogeternal.org/who-we-are/,https://www.cogeternal.org,200
https://www.jonwbrisby.com/a-peculiar-treasure-chapters/,https://www.cogeternal.org,ERROR:URLError
https://content.cogeternal.org/text/001allaboutcovenants.pdf,https://www.cogeternal.org/articles/,200
https://content.cogeternal.org/text/002holyday.pdf,https://www.cogeternal.org/articles/,200
https://content.cogeternal.org/text/003unleavbrd.pdf,https://www.cogeternal.org/articles/,200
https://content.cogeternal.org/text/004hebrewcalreliable.pdf,https://www.cogeternal.org/articles/,200
https://content.cogeternal.org/text/005_1_hebrewcalendar1.pdf,https://www.cogeternal.org/articles/,200
https://content.cogeternal.org/text/005_2_hebrewcalendar2.pdf,https://www.cogeternal.org/articles/,200
