link,referrer,http_status_code
https://jeremielitzler.fr,,200
https://github.com/CaiJimmy/hugo-theme-stack,https://jeremielitzler.fr,200
https://github.com/JeremieLitzler,https://jeremielitzler.fr,200
https://gohugo.io/,https://jeremielitzler.fr,200
https://iamjeremie.me,https://jeremielitzler.fr,200
https://jeremielitzler.fr/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/energie/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/jardin/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/outils/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/categories/plantes/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/2/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/25/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/3/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/4/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/5/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/a-propos/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/archives/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/contactez-moi/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/mentions-legales/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/search/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/page/soutenez-moi/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-01/a-timecostlogger-in-csharp/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-01/demo-de-mermaid-diagrams/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-01/gerer-ses-dependencies-avec-github-actions/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-01/nettoyer-ses-branches-locales-dans-git/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-01/rebase-vs-merge-avec-git/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-02/les-bases-avec-angular/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-02/semantic-release-with-github/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/post/2026-02/semantic-versionning-avec-azure-pipeline-et-docker/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/tags/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/tags/astuce-du-jour/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/tags/christophe-bernard/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/tags/damien-dekarz/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/tags/python/,https://jeremielitzler.fr,200
https://jeremielitzler.fr/tags/vue.js/,https://jeremielitzler.fr,200
https://jimmycai.com,https://jeremielitzler.fr,301
https://twitter.com/LitzlerJeremie,https://jeremielitzler.fr,403
https://www.google.com/search?q=linkedin+jeremie+litzler,https://jeremielitzler.fr,200
https://python-reference.readthedocs.io/en/latest/docs/brackets/slicing.html,https://jeremielitzler.fr/astuces/python-supprimer-premier-elemet-d-une-liste/,200
https://python-reference.readthedocs.io/en/latest/docs/list/pop.html,https://jeremielitzler.fr/astuces/python-supprimer-premier-elemet-d-une-liste/,200
https://www.pexels.com/photo/green-snake-45246/,https://jeremielitzler.fr/astuces/python-supprimer-premier-elemet-d-une-liste/,403
https://www.w3schools.com/python/ref_keyword_del.asp,https://jeremielitzler.fr/astuces/python-supprimer-premier-elemet-d-une-liste/,200
https://learn.microsoft.com/fr-fr/sql/t-sql/functions/cast-and-convert-transact-sql?view=sql-server-ver17,https://jeremielitzler.fr/astuces/sql-server-conversion-type/,200
https://www.microsoft.com/en-us/sql-server,https://jeremielitzler.fr/astuces/sql-server-conversion-type/,200
https://learn.microsoft.com/en-us/sql/t-sql/language-elements/coalesce-transact-sql,https://jeremielitzler.fr/astuces/sql-server-fonction-coalesce/,200
https://learn.microsoft.com/fr-fr/windows-server/administration/windows-commands/diskpart,https://jeremielitzler.fr/astuces/windows-changer-lettre-d-un-disque/,200
https://www.logo.wine/logo/Microsoft_Windows,https://jeremielitzler.fr/astuces/windows-changer-lettre-d-un-disque/,200
https://www.pexels.com/photo/beige-queen-folder-1181776/,https://jeremielitzler.fr/categories/,403
https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/page/2/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/page/3/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/page/4/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-logiciel/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/10/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/2/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/3/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/4/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/5/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/6/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/2/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/7/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/3/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/8/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/4/,200
https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/9/,https://jeremielitzler.fr/categories/d%C3%A9veloppement-web/page/5/,200
https://jeremielitzler.fr/categories/energie/page/2/,https://jeremielitzler.fr/categories/energie/,200
https://jeremielitzler.fr/categories/jardin/page/2/,https://jeremielitzler.fr/categories/jardin/,200
https://jeremielitzler.fr/categories/jardin/page/3/,https://jeremielitzler.fr/categories/jardin/,200
https://jeremielitzler.fr/categories/plantes/page/2/,https://jeremielitzler.fr/categories/plantes/,200
https://jeremielitzler.fr/categories/plantes/page/3/,https://jeremielitzler.fr/categories/plantes/,200
https://jeremielitzler.fr/categories/sant%C3%A9/page/2/,https://jeremielitzler.fr/categories/sant%C3%A9/,200
https://jeremielitzler.fr/categories/tutoriels/page/2/,https://jeremielitzler.fr/categories/tutoriels/,200
https://jeremielitzler.fr/page/14/,https://jeremielitzler.fr/page/10/,200
https://jeremielitzler.fr/page/15/,https://jeremielitzler.fr/page/11/,200
https://jeremielitzler.fr/page/16/,https://jeremielitzler.fr/page/12/,301
